d,n,f_com,H,W,M_max,mass,dMdtheta_avs,dMdtheta_0,M_min,BM,angle,int_M_stable,GM
0.4146944556071789,0.9695215577027364,0.38411176184720675,1.9312599049726644,1.3906514879963774,5.004725702324641e-16,0.019591978705113318,,-1.459990562868327,-4.9526297417673275,0.10823439230111932,,-8.019885300786594,0.19394935292958326
0.24250720111173457,1.1954362484900334,0.6567395076543183,2.7132989107456607,3.5809537266733202,7.27745719720589,0.04672952093955714,,9.916728140450402,-5.40256687791573,0.4252159767245613,,3.6759111126194384,-0.5577728150957433
0.44122268658852787,0.9363449594460563,0.6721378282517626,1.4461875789178658,3.7446170531631857,6.55076839754665,0.04090985417430741,8.23703708406592,-11.66875408407338,-5.8793902500328565,1.0737725778474747,1.6171277118018696,-5.681558087579116,0.7684850018612176
0.689482817704023,0.8826515383920639,0.6487388939877559,1.210220579350553,2.5303393461894497,1.1497558513171093,0.03452619293361205,2.3809256864443307,-8.409095250476629,-2.228434281865675,0.7643029631380319,1.5091209486454726,-2.0702539617932048,0.6526573606910171
0.4973047797058726,0.7808043767305233,0.23597765592222997,2.502149482435442,1.5057768630570583,7.886234440026703e-16,0.02903858051034047,,-8.644336835914288,-14.019719773896465,0.10379433694374945,,-25.533023746624156,0.7965363468905347
0.5737735362945589,0.9658042343472558,0.5354533588890673,2.3990525392062034,3.695100772467838,2.5175286866239096e-15,0.09046009250758864,,-23.620323129938996,-13.758496452201065,0.7097609612851029,,-23.9719170543085,0.6620930385111373
0.6526391457628885,1.3295458632583121,0.36466083420289996,1.767261922487333,1.1179524785312152,7.58291773079491e-16,0.02644523384163383,,-3.1608914272247692,-5.577750562892356,0.09010822410840848,,-9.839663639100253,0.3011080795467709
0.48811270174712434,0.47542479910048585,0.5424611817460703,1.2809966948381257,1.6130184172730009,2.7298503830861677e-16,0.011487104179141415,,-1.3605525431333607,-1.231251427839123,0.2456365734599518,,-2.3803000786760444,0.3045127725619402
0.2883822270434135,0.9754621402889795,0.45812161544781044,1.4312319773297233,1.0494145343452157,0.060510435857012844,0.0078072616053921715,,0.0938963985225351,-1.2999770415484808,0.0656173289270687,,-1.6554296542913969,-0.08501047155728295
0.30611425706948636,1.3397651688529857,0.22566527725102953,2.1737034932485155,2.2326122651175884,9.099501276953891e-16,0.03033265278450198,,-5.133897159263282,-12.080126931597668,0.2359249930665172,,-19.605041435664855,0.4495802957857639
0.2870765217917856,1.1850880489863118,0.17037155211886068,1.2823288934593045,3.588514346041193,4.211330017882146,0.025449204485587712,10.07299891948105,-11.483499506406792,-9.469871136914431,0.9655233277276984,2.301541407774946,-13.38962055752179,1.1808627660550304
0.5196785514578558,0.6018969945299999,0.3228522149649851,2.879065898940522,2.8625809020304103,1.8653977617755475e-15,0.05848314483900137,,-24.655057582091036,-26.918141696696395,0.36339951508171303,,-53.11559650843544,1.0973448230955438
0.40026810307856303,0.7602833225388819,0.5335692338490842,1.7451518865865223,2.0280965139506355,5.76301747540413e-16,0.022522516448972893,,-0.8741122581437831,-3.202823454722276,0.2315550322752311,,-4.835768811490987,0.10202542000518999
0.6855766913192173,1.3263681381550443,0.7904916018256916,1.3484636893464392,1.6696592665887529,3.102354941822784,0.03202571100750003,,1.516947522503602,-1.0161109759265176e-15,0.2709379262347024,,4.77833318655077,-0.08891287823218214
0.46612279107799864,0.6109941512410008,0.6080173573381868,2.3220878369148323,2.4211157387408435,9.554476340801584e-16,0.03571305843518148,,-1.9129966333073705,-4.401460580773116,0.2879480838948027,,-7.395261325902489,0.1257028234111492
0.6927585171912158,1.0254354545637667,0.42786689148262314,2.4772472300678845,1.9829409815791146,1.9260611036219067e-15,0.06251595354916677,,-12.449747691576098,-15.038809954658632,0.21910549431465798,,-29.525343671866853,0.5130591001366736
0.4521563172346428,0.6388003576498753,0.36095554320935186,2.377611086963703,1.8846979301475628,7.279601021563111e-16,0.028082419919595272,,-6.142538870388546,-10.001570500867233,0.16448170795855754,,-18.064868612924034,0.5467263197067825
0.29759235079104485,1.3586501227868983,0.3590701475533825,2.2157802844175025,1.8165633835950241,7.582917730794907e-16,0.024696386685687063,,-0.6512396653481364,-7.395569143780182,0.15286089537945585,,-10.572509608494757,0.061344318539037046
0.5652324448659881,0.8617259390306472,0.2103202842636207,2.1544952175852705,4.03073751478706,2.244543648315293e-15,0.08261253328663469,,-53.5122740200935,-33.424742984251296,0.9559603302746504,,-65.94208247431902,1.6490474047313932
0.34338088946636625,1.2210893019292206,0.6107723396147975,1.4988687961181184,1.4835756068695674,0.6064240737783783,0.015493698888458161,,1.4103825045644025,-0.8599340954913414,0.1567948433451587,,-0.4263972808436692,-0.20040187718399338
0.624607796572898,1.212217276037331,0.27415759556504626,1.1905099764093223,1.401945276388775,6.066334184635927e-16,0.02066749385767216,,-3.806684314578091,-3.309401515744815,0.21744612757003257,,-7.140930851562113,0.4756876726138285
0.5838817718008935,0.705956163868444,0.31324504393638963,1.7841709693656065,1.7420525463439687,7.886234440026703e-16,0.02758512703691163,,-7.403517332327918,-7.470371250354801,0.24222609098889336,,-15.38756438365187,0.7292238689635575
0.42364281528609504,0.7402440227457152,0.784746880520682,2.553002052301704,4.0190188450201285,10.653452904404762,0.06761533323288894,,2.279342831043415,-2.115626350938584,0.6668391105483574,,11.673677012383985,-0.07603589238058295
0.6604639729891002,1.362755359284738,0.9093731029739118,1.7773765137495898,1.137527929035336,6.022424177776346,0.027229763130330733,,6.779051411948921,-6.369650893867724e-16,0.09230885165020437,,10.238595886379741,-0.6662226860443557
0.7572025950963294,0.9058531616326592,0.5710019555563719,1.4868941364061952,2.1689477524213068,1.2739301787735447e-15,0.04126687856179125,,-7.979650353719271,-2.628240397880911,0.4685856050202443,,-5.24482364489929,0.48211231193792853
0.28936944811475196,0.8862146157531121,0.47766829371105873,1.6004247542661414,2.053623587162985,0.4713951999299062,0.016077596828215232,2.266377027215587,-0.4867287152080992,-2.905229629656659,0.22156101429306962,2.574212967397519,-3.58469361514023,0.04670595395482946
0.33276159026469077,0.8613109558550909,0.3832498804621325,2.491098211421121,2.5730647798779795,9.554476340801586e-16,0.035328341616200604,,-4.197410593599995,-12.295560944377621,0.2451865136153549,,-19.081008634420204,0.30162116876782064
0.49424764691711287,0.6672879382005332,0.34603455214288315,2.9759440304265046,3.704509905190295,2.259709483776883e-15,0.07853436865546382,,-33.48587051115321,-33.565657812034885,0.5243036964205842,,-65.94943443983287,1.0676261477797424
0.4891697536811076,1.3254683071053586,0.943669682504382,2.2851679486910226,1.0476299752135667,8.440494578369405,0.02406263600729015,,10.516471286297794,-5.914675830020029e-16,0.058487697259223176,,13.047324198796856,-1.1093465161034268
0.4778822746616302,0.8177841376086342,1.0050397199382328,1.6364918073754493,3.328555263034403,10.026513523960721,0.04219493066509368,,0.6336342336501336,-0.45395705582629264,0.7725641717258808,,16.888494764531288,-0.07915719775889707
0.46484941596062485,0.7008963638915092,0.5989412353775576,2.186934308014247,2.0759739923515452,8.492867858490297e-16,0.03191411642083408,,-0.8054941070451873,-3.7775346999255177,0.2312900227507415,,-6.02777242721165,0.0538993750058161
0.46432299791147147,1.2840922143880025,0.8494821978884424,1.5015071740015444,1.9408624228050368,3.1707469814565203,0.02785214854498709,,3.5880990201509135,-9.706134695417483e-16,0.2845592429290811,,6.623159699323694,-0.3575215354325332
0.3501639784457412,1.4839407452474418,0.7750338627040162,1.6835454506539436,3.568118810238472,10.120428622963038,0.045106762490485876,9.659966486080533,-2.0638303772463624,-3.269919928029986,0.8336901488465173,1.2611277314529499,-2.150589112465572,0.07425613483299609
0.5885350189159988,0.6443441901575006,0.5678151844534185,1.4801695093590665,3.0350994630166244,0.7676678094493443,0.03686501212187816,3.6439129947505364,-12.172023128125538,-4.701141670280906,0.9007833836368907,2.3184521461045344,-6.6726646617271665,0.9436427706466232
0.5431892297262081,1.1176437169327105,0.16339690510129845,2.725650513208897,3.9371338691281537,2.972503750471604e-15,0.11101251562832742,,-66.34469862956126,-56.537820365200815,0.7017032206721058,,-115.62114397420757,1.5424592498414902
0.5313401091113108,0.9421505501500651,0.3668779936086537,1.1074868270655593,1.8728694383658062,5.00472570232464e-16,0.019367725924904704,,-4.084772840150486,-2.7197920611802537,0.3743386400803968,,-5.158662992439157,0.49967926033510207
0.3734574044303899,1.079664259423079,0.3267636961676152,1.2556642093292396,2.0484113300119433,0.1863892477131937,0.01850281964458938,1.6284135014232486,-3.0182710131900756,-3.6025741419014805,0.3563839758733615,2.703484007896025,-5.864291673637762,0.4373276226000444
0.6309015736234183,1.078315773268964,0.7517719064259115,1.262852087992043,2.1744467847844757,2.205887536958003,0.03293232831211095,3.086820975358727,-2.7411528692140754,-0.9649581071074006,0.5049863176404641,0.8922279303887081,-0.48746522017977456,0.20698523071779196
0.4223184831137749,1.0054637007149394,0.7220342189176079,1.0953328798562016,0.9123475148101472,0.3821552832151244,0.007846359417028815,,0.6618787257065151,-0.05803923039356948,0.08587212831250114,,0.3755796318534743,-0.20920444625799967
0.5804732382889372,1.5197974345762892,0.8896374105405211,2.367058948273881,2.9939346812387577,23.347391634838992,0.08966754008329655,,19.33195244753133,-1.4559202043126227e-15,0.46716896183078116,,42.997969068223995,-0.5677520246828266
0.524365095736574,0.7261960601159075,0.6328291710505497,2.7675974043927067,1.813412020227025,0.7167007329036165,0.040082641261936995,,1.9244328824555006,-5.34715350035336,0.14349260046535506,,-6.255984517301641,-0.14507611612965776
0.3972452258416186,0.5994321853545637,0.8382427291994281,2.2305031193804377,2.6355809210422065,3.399765731495024,0.03198224109896168,,4.76542378811084,-9.09950127695389e-16,0.3027784524458827,,6.4037718327995465,-0.4009478628710997
0.5219639464375334,1.382606562909716,0.833799199850749,2.656754173668028,2.2527439339846613,15.343297781524745,0.06492839102053755,,20.74046857334066,-2.0018902809298562e-15,0.23280300181816097,,26.750212306484435,-0.814881350871227
0.2252676221187188,1.5376597837775683,0.5757819707920429,2.568915191627159,2.140649305310974,3.9280247950667957,0.027025098053931947,,6.6226162482275415,-4.057560895082283,0.1909305784849962,,-0.8371397258153193,-0.6441640693073039
0.3704788565150118,1.4302115112292841,0.4084911766925921,2.0833439935884397,2.323439840269,1.1829351660040057e-15,0.03808714064720201,,-2.45768176860161,-8.024856690574818,0.296506577997019,,-12.721527105675342,0.17143003838350884
0.4163045153728746,1.4715622954744862,0.22513473697893,2.314700736693852,1.2881990198413098,7.734576085410805e-16,0.026813364672732612,,-4.281455202025787,-11.56009929297294,0.08285988900031369,,-19.0423518562897,0.41077491078008543
0.5924341323239662,0.8646410102236362,0.7602704331410155,2.1365529633406917,1.8263056017815358,3.572686095903912,0.03815753096107654,,4.1709253533365,-0.22256642468824223,0.19879859562771057,,4.723092614366649,-0.2789333731071099
0.431572374409073,0.7159318050594505,0.3268234608302011,1.6094762777052742,3.9624665834778883,3.411873848151719,0.04047327206769215,11.17865851396316,-20.429259277394152,-12.331977053997727,1.0564923244980087,2.439137411263844,-19.781525156680345,1.3145345013510452
0.42885695803582563,1.3202967152925535,0.8519786936856849,1.4748642740723361,1.1651073758635229,2.206598673616588,0.015100952687471265,,3.1443122346633485,-3.9431172200133526e-16,0.11040148163378218,,3.7776560044133864,-0.5643332741358709
0.32535440605273147,1.3633424205773066,0.6391328977870133,2.2834795799638337,1.325594343146638,3.462070303235457,0.020610025487678207,,4.8767128382895955,-1.9688144171049273,0.07837889228396779,,0.885480738253379,-0.6556318487141544
0.6771934939985145,1.2087475580047489,0.3883784183030396,1.9461083159898398,1.6244451334630383,1.2739301787735447e-15,0.04289775983281806,,-7.028090707327197,-8.676703115058105,0.17816889293521063,,-17.389662896613835,0.4535451387379267
0.3016166760671465,0.5860121482349584,0.9086804359866907,1.9552154832842528,3.522853068329102,6.935112254249389,0.02796568401740725,,3.8821692179470078,-0.3976929869306027,0.4815277699082742,,8.460255996137088,-0.39396438671648726
0.2716647360458755,1.0661762830079844,0.22592114433359078,1.7736037981968407,2.2417863765415174,5.459700766172334e-16,0.01975667698258562,,-3.284457579925175,-7.0410333786082795,0.24580556795487324,,-10.839488468384337,0.4185375416984133
0.5766252777664298,0.5886917292174174,0.6672174603453931,2.491230550369508,1.6184133621340837,0.08257541084607392,0.030813386364403946,,0.43894839139791153,-3.1315817800398618,0.14235674532937767,,-4.010083069624529,-0.027168994820647302
0.37031219592367576,1.1074416552831352,0.6232477004189292,1.069050210927243,1.3857539685478604,0.22768047855557996,0.01041847009516675,,0.33184591126936164,-0.34907293781143856,0.19686242468250312,,-0.13290686916428635,-0.03740822889784037
0.3143211062436825,0.8649887140659477,0.24285622057023876,2.6052315094744123,2.1914484943135517,8.644526213106196e-16,0.03008912920038726,,-6.737822707729439,-15.53329033005195,0.1682784043853896,,-25.334399234830197,0.5987981602868864
